region,cntyname,zip_sort,name,address,city,state,zip,phone,cert,AUTO_UNIQUE_ID_2014-05-01_delmeram_ESAPPharmacies,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPrimaryIdValue,FPostOfficeBoxNumber,FPrimaryIdField,FGeometrySRID,FPostOfficeBoxType,FPreType,FPreArticle,FPostArticle
2,NEW YORK,10038,DUANE READE,99 JOHN ST.,NEW YORK,NY,10038,(212) 791-3801,NS000099,67,USCGeocoder,125,1,4.01,,ed2d985c-7fd4-4bf9-b7ac-71ad7f0601b0,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1433.75514703128,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.7079990332305,-74.0060012578855,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,2001,2,0015.02,061,36,1,ResidenceStreetAddress,99,,,,ST,,,,,,NEW YORK,NY,10038,,,,,,,,,,,,,,,,,,99,,,,ST,,,,,,NEW YORK,NY,10038,,,,,,,,,,,,91-99,,,,St,,,,New York,NY,10038,,,,,,,,,,Manhattan,New York,1433.75514703128,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59660477,,tlid,0,,,,
2,NEW YORK,10018,DUANE READE,1430 BROADWAY,NEW YORK,NY,10018,(212) 768-4159,NS000100,68,USCGeocoder,203,1,4.01,,883a85b3-74b4-4d1a-b417-0d7541b928fa,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1601.30111451447,ArealInterpolationGeometricCentroid,Parcel,99.4082840236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.7539230624451,-73.9864672717235,Relaxed,TwoThousandTen,51000,5602,35644,44919,0,35620,1010,1,0113.00,061,36,1,ResidenceStreetAddress,1430,,,,,,,,,,NEW YORK,NY,10018,,,,,,,,,,,,,,,,,,1430,,,,,,,,,,NEW YORK,NY,10018,,,,,,,,,,,,1430,,,,,,,,New York,NY,10018,,,,3308,,,,,,,,1601.30111451447,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,935030,,UniqueId,0,,,,
2,NEW YORK,10017,DUANE READE,485 LEXINGTON AVE.,NEW YORK,NY,10017,(212) 682-5338,NS000101,69,USCGeocoder,203,1,4.01,,d439951b-78dc-4f30-9379-0e6d1dc7f61c,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4374.83522016555,ArealInterpolationGeometricCentroid,Parcel,99.4082840236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.7540722494196,-73.9734965342146,Relaxed,TwoThousandTen,51000,5602,35644,44919,0,35620,1012,1,0092.00,061,36,1,ResidenceStreetAddress,485,,,,AVE,,,,,,NEW YORK,NY,10017,,,,,,,,,,,,,,,,,,485,,,,AVE,,,,,,NEW YORK,NY,10017,,,,,,,,,,,,485,,,,AVE,,,,New York,NY,10017,,,,2630,,,,,,,,4374.83522016555,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,939967,,UniqueId,0,,,,
2,NEW YORK,10019,DUANE READE,51 W. 51ST ST.,NEW YORK,NY,10019,(212) 582-8525,NS000104,70,USCGeocoder,2496,1,4.01,,1d50a731-7f04-4deb-aacc-24c9137f6be9,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5786.74652764993,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.760962729401,-73.9807793300926,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,1002,1,0131.00,061,36,1,ResidenceStreetAddress,51,,W,,ST,,,,,,NEW YORK,NY,10019,,,,,,,,,,,,,,,,,,51,,W,,ST,,,,,,NEW YORK,NY,10019,,,,,,,,,,,,31-99,,W,,St,,,,New York,NY,10019,,,,,,,,,,Manhattan,New York,5786.74652764993,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59657134,,tlid,0,,,,
2,NEW YORK,10022,DUANE READE,41 E. 58TH ST.,NEW YORK,NY,10022,(212) 421-4880,NS000106,71,USCGeocoder,281,1,4.01,,8dccc6b0-bb79-4488-9c7c-57bc10c94e0c,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,156.895872119814,ArealInterpolationGeometricCentroid,Parcel,97.2781065088757,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.6545684710141,-73.9226710568762,Relaxed,TwoThousandTen,51000,5602,35644,10022,0,35620,1005,1,0864.00,047,36,1,ResidenceStreetAddress,41,,E,,ST,,,,,,NEW YORK,NY,10022,,,,,,,,,,,,,,,,,,41,,E,,ST,,,,,,NEW YORK,NY,10022,,,,,,,,,,,,41,,E,,ST,,,,New York,NY,11203,,,,3711,,,,,,,,156.895872119814,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,803942,,UniqueId,0,,,,
2,NEW YORK,10007,DUANE READE,305 BROADWAY,NEW YORK,NY,10007,(212) 227-6168,NS000107,72,USCGeocoder,156,1,4.01,,a8878899-9007-480a-8a9b-51fb14b254f6,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,816.508402705193,ArealInterpolationGeometricCentroid,Parcel,99.4082840236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.7155384548686,-74.0056082842711,Relaxed,TwoThousandTen,51000,5602,35644,44919,0,35620,1010,1,0033.00,061,36,1,ResidenceStreetAddress,305,,,,,,,,,,NEW YORK,NY,10007,,,,,,,,,,,,,,,,,,305,,,,,,,,,,NEW YORK,NY,10007,,,,,,,,,,,,305,,,,,,,,New York,NY,10007,,,,1109,,,,,,,,816.508402705193,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,967428,,UniqueId,0,,,,
2,NEW YORK,10018,DUANE READE,525 7TH AVE.,NEW YORK,NY,10018,(212) 221-8627,NS000108,73,USCGeocoder,218,1,4.01,,1a8a1395-a3b4-4d72-ba32-52ac06f6962f,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1874.63897236832,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.7536087422408,-73.9886074696527,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,1006,1,0113.00,061,36,1,ResidenceStreetAddress,525,,,,AVE,,,,,,NEW YORK,NY,10018,,,,,,,,,,,,,,,,,,525,,,,AVE,,,,,,NEW YORK,NY,10018,,,,,,,,,,,,521-539,,,,Ave,,,,New York,NY,10018,,,,,,,,,,Manhattan,New York,1874.63897236832,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59658594,,tlid,0,,,,
2,NEW YORK,10017,DUANE READE,535 5TH AVE.,NEW YORK,NY,10017,(212) 687-8641,NS000111,74,USCGeocoder,203,1,4.01,,4d2c7003-b107-454a-a785-37265502ede3,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,151.281118668616,ArealInterpolationGeometricCentroid,Parcel,97.2781065088757,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.6659624484417,-73.9886734468364,Relaxed,TwoThousandTen,51000,5602,35644,10022,0,35620,1001,1,0141.00,047,36,1,ResidenceStreetAddress,535,,,,AVE,,,,,,NEW YORK,NY,10017,,,,,,,,,,,,,,,,,,535,,,,AVE,,,,,,NEW YORK,NY,10017,,,,,,,,,,,,535,,,,AVE,,,,New York,NY,11215,,,,4808,,,,,,,,151.281118668616,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,924951,,UniqueId,0,,,,
2,NEW YORK,10004,DUANE READE,67 BROAD ST.,NEW YORK,NY,10004,(212) 943-3690,NS000114,75,USCGeocoder,125,1,4.01,,88f3c887-01bc-4f1f-b0b4-22e4d30898b0,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,101.477790474892,ArealInterpolationGeometricCentroid,Parcel,97.810650887574,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.6253350039454,-74.0778176718625,Relaxed,TwoThousandTen,51000,5602,35644,70915,0,35620,1001,1,0027.00,085,36,1,ResidenceStreetAddress,67,,,,ST,,,,,,NEW YORK,NY,10004,,,,,,,,,,,,,,,,,,67,,,,ST,,,,,,NEW YORK,NY,10004,,,,,,,,,,,,67,,,,ST,,,,New York,NY,10304,,,,2611,,,,,,,,101.477790474892,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,1662809,,UniqueId,0,,,,
2,NEW YORK,10005,DUANE READE,95 WALL ST.,NEW YORK,NY,10005,(212) 363-5830,NS000115,76,USCGeocoder,312,1,4.01,,6f7e501a-587d-41d0-a496-19ca24c7f546,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2043.69363178313,ArealInterpolationGeometricCentroid,Parcel,99.4082840236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.7046712812751,-74.0075667120462,Relaxed,TwoThousandTen,51000,5602,35644,44919,0,35620,1025,1,0007.00,061,36,1,ResidenceStreetAddress,95,,,,ST,,,,,,NEW YORK,NY,10005,,,,,,,,,,,,,,,,,,95,,,,ST,,,,,,NEW YORK,NY,10005,,,,,,,,,,,,95,,,,ST,,,,New York,NY,10005,,,,4201,,,,,,,,2043.69363178313,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,928037,,UniqueId,0,,,,
2,NEW YORK,10022,DUANE READE,49 E. 52ND ST.,NEW YORK,NY,10022,(212) 888-2323,NS000116,77,USCGeocoder,359,1,4.01,,e53f6dd4-3240-4e0f-b833-f866b0c1dabb,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,184.944804355502,ArealInterpolationGeometricCentroid,Parcel,97.2781065088757,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.6600157025038,-73.9290356148473,Relaxed,TwoThousandTen,51000,5602,35644,10022,0,35620,1008,1,0880.00,047,36,1,ResidenceStreetAddress,49,,E,,ST,,,,,,NEW YORK,NY,10022,,,,,,,,,,,,,,,,,,49,,E,,ST,,,,,,NEW YORK,NY,10022,,,,,,,,,,,,49,,E,,ST,,,,New York,NY,11203,,,,1904,,,,,,,,184.944804355502,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,714188,,UniqueId,0,,,,
2,KINGS,11201,DUANE READE,386 FULTON ST.,BROOKLYN,NY,11201,(718) 330-0363,NS000117,78,USCGeocoder,296,1,4.01,,9bad9001-2184-4ca4-88d0-24f399e9358c,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,711.99887521565,ArealInterpolationGeometricCentroid,Parcel,98.4023668639053,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.6910909209109,-73.9872936823935,Relaxed,TwoThousandTen,51000,5602,35644,10022,0,35620,1005,1,0037.00,047,36,1,ResidenceStreetAddress,386,,,,ST,,,,,,BROOKLYN,NY,11201,,,,,,,,,,,,,,,,,,386,,,,ST,,,,,,BROOKLYN,NY,11201,,,,,,,,,,,,386,,,,ST,,,,New York,NY,11201,,,,5206,,,,,,,,711.99887521565,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,650595,,UniqueId,0,,,,
2,NEW YORK,10022,DUANE READE,55 E. 55TH ST.,NEW YORK,NY,10022,(212) 750-9095,NS000118,79,USCGeocoder,265,1,4.01,,ed07c979-3ea9-4d1c-818f-180c9e53681f,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,194.856873517507,ArealInterpolationGeometricCentroid,Parcel,97.2781065088757,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.6570555661378,-73.9258189571784,Relaxed,TwoThousandTen,51000,5602,35644,10022,0,35620,1002,1,0866.00,047,36,1,ResidenceStreetAddress,55,,E,,ST,,,,,,NEW YORK,NY,10022,,,,,,,,,,,,,,,,,,55,,E,,ST,,,,,,NEW YORK,NY,10022,,,,,,,,,,,,55,,E,,ST,,,,New York,NY,11203,,,,2601,,,,,,,,194.856873517507,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,714541,,UniqueId,0,,,,
2,NEW YORK,10016,DUANE READE,4 PARK AVE.,NEW YORK,NY,10016,(212) 683-5532,NS000119,80,USCGeocoder,109,1,4.01,,7ce53b06-b710-481b-ad1a-c6d01c097fae,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2619.09777429653,LinearInterpolationAddressRange,StreetSegment,88.0177514792899,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.6399957010143,-74.1305442182837,Relaxed,TwoThousandTen,51000,5602,35644,70915,0,35620,4001,4,0207.00,085,36,1,ResidenceStreetAddress,4,,,,AVE,,,,,,NEW YORK,NY,10016,,,,,,,,,,,,,,,,,,4,,,,AVE,,,,,,NEW YORK,NY,10016,,,,,,,,,,,,2-42,,,,Ave,,,,New York,NY,10302,,,,,,,,,,Staten Island,Richmond,2619.09777429653,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59877850,,tlid,0,,,,
2,NEW YORK,10004,DUANE READE,1 WHITEHALL ST.,NEW YORK,NY,10004,(212) 509-9020,NS000120,81,USCGeocoder,140,1,4.01,,282794cd-95b7-4a91-9665-1b3ea5ad7adf,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1722.47019145172,ArealInterpolationGeometricCentroid,Parcel,99.4082840236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.7038196024609,-74.0127577258316,Relaxed,TwoThousandTen,51000,5602,35644,44919,0,35620,1026,1,0009.00,061,36,1,ResidenceStreetAddress,1,,,,ST,,,,,,NEW YORK,NY,10004,,,,,,,,,,,,,,,,,,1,,,,ST,,,,,,NEW YORK,NY,10004,,,,,,,,,,,,1,,,,ST,,,,New York,NY,10004,,,,2109,,,,,,,,1722.47019145172,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,927902,,UniqueId,0,,,,
2,NEW YORK,10038,DUANE READE,80 MAIDEN LN.,NEW YORK,NY,10038,(212) 509-8890,NS000121,82,USCGeocoder,172,1,4.01,,a7e9f6d3-30ea-4fb7-843c-6d545ef688dc,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1773.79813921452,ArealInterpolationGeometricCentroid,Parcel,99.4082840236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.7070911032343,-74.0078139896,Relaxed,TwoThousandTen,51000,5602,35644,44919,0,35620,1004,1,0007.00,061,36,1,ResidenceStreetAddress,80,,,,LN,,,,,,NEW YORK,NY,10038,,,,,,,,,,,,,,,,,,80,,,,LN,,,,,,NEW YORK,NY,10038,,,,,,,,,,,,80,,,,LN,,,,New York,NY,10038,,,,4811,,,,,,,,1773.79813921452,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,928055,,UniqueId,0,,,,
2,BRONX,10458,DUANE READE,306 E. FORDAM RD.,BRONX,NY,10458,(718) 367-4164,NS000126,83,USCGeocoder,140,1,4.01,,7a80252f-b79e-426b-a148-666d24370d85,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,48.0008980855346,ArealInterpolationGeometricCentroid,Parcel,93.9644970414201,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.8618333881756,-73.8943653270277,Relaxed;Soundex,TwoThousandTen,51000,5602,35644,08510,0,35620,1002,1,0399.02,005,36,1,ResidenceStreetAddress,306,,E,,RD,,,,,,BRONX,NY,10458,,,,,,,,,,,,,,,,,,306,,E,,RD,,,,,,BRONX,NY,10458,,,,,,,,,,,,306,,E,,RD,,,,New York,NY,10458,,,,5008,,,,,,,,48.0008980855346,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,9064,,UniqueId,0,,,,
2,NEW YORK,10012,DUANE READE,598 BROADWAY,NEW YORK,NY,10012,(212) 343-2567,NS000127,84,USCGeocoder,156,1,4.01,,ce0b443d-27b3-4b9c-82a0-e09bee8ad0a4,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,502.744408611208,ArealInterpolationGeometricCentroid,Parcel,99.4082840236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.7249405042905,-73.9966249452629,Relaxed,TwoThousandTen,51000,5602,35644,44919,0,35620,3001,3,0043.00,061,36,1,ResidenceStreetAddress,598,,,,,,,,,,NEW YORK,NY,10012,,,,,,,,,,,,,,,,,,598,,,,,,,,,,NEW YORK,NY,10012,,,,,,,,,,,,598,,,,,,,,New York,NY,10012,,,,3206,,,,,,,,502.744408611208,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,931705,,UniqueId,0,,,,
2,NEW YORK,10017,DUANE READE,405 LEXINGTON AVE.,NEW YORK,NY,10017,(212) 808-4743,NS000128,85,USCGeocoder,140,1,4.01,,a9dc0f50-a2fe-4320-8d0b-43f9f56a5e86,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1901.2133759975,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.7521432814121,-73.9754266250871,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,1014,1,0092.00,061,36,1,ResidenceStreetAddress,405,,,,AVE,,,,,,NEW YORK,NY,10017,,,,,,,,,,,,,,,,,,405,,,,AVE,,,,,,NEW YORK,NY,10017,,,,,,,,,,,,401-435,,,,Ave,,,,New York,NY,10017,,,,,,,,,,Manhattan,New York,1901.2133759975,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59658683,,tlid,0,,,,
2,NEW YORK,10036,DUANE READE,115-117 W. 42ND ST.,NEW YORK,NY,10036,(212) 768-2229,NS000130,86,USCGeocoder,156,1,4.01,,cdffa6b5-7eb9-40d6-80f4-e93c92f8ce9c,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.759011,-73.989876,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,4000,4,0121.00,061,36,4,ResidenceZIP,115,,,,ST,,,,,,NEW YORK,NY,10036,,,,,,,,,,,,,,,,,,115,,,,ST,,,,,,NEW YORK,NY,10036,,,,,,,,,,,,,,,,,,,,New York,NY,10036,,,,,,,,,,,New York,0,Meters,,SOURCE_NAME_ZIPCODEDOWNLOAD_ZIPS2013,2013,10036,,ZIPCode,0,,,,
2,NEW YORK,10003,DUANE READE,24 E. 14TH ST.,NEW YORK,NY,10003,(212) 989-3639,NS000131,87,USCGeocoder,203,1,4.01,,945e2202-4c7f-48d6-9ff2-21fb01a34227,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,371.306710755453,ArealInterpolationGeometricCentroid,Parcel,93.7278106508876,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.6698904499093,-73.9969505985427,Relaxed,TwoThousandTen,51000,5602,35644,10022,0,35620,1018,1,0119.00,047,36,1,ResidenceStreetAddress,24,,E,,ST,,,,,,NEW YORK,NY,10003,,,,,,,,,,,,,,,,,,24,,E,,ST,,,,,,NEW YORK,NY,10003,,,,,,,,,,,,24,,,,ST,,,,New York,NY,11215,,,,,,,,,,,,371.306710755453,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,663920,,UniqueId,0,,,,
2,NEW YORK,10021,DUANE READE,1191 SECOND AVE.,NEW YORK,NY,10021,(212) 355-5944,NS000133,88,USCGeocoder,234,1,4.01,,8cbe95e4-54ca-4edf-bb12-d542c9def8a3,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1396.37268896401,ArealInterpolationGeometricCentroid,Parcel,98.3431952662722,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.7631110570407,-73.9630680561474,Relaxed;Soundex,TwoThousandTen,51000,5602,35644,44919,0,35620,2000,2,0110.00,061,36,1,ResidenceStreetAddress,1191,,,,AVE,,,,,,NEW YORK,NY,10021,,,,,,,,,,,,,,,,,,1191,,,,AVE,,,,,,NEW YORK,NY,10021,,,,,,,,,,,,1191,,,,AVE,,,,New York,NY,10065,,,,7703,,,,,,,,1396.37268896401,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,941540,,UniqueId,0,,,,
2,NEW YORK,10027,DUANE READE,279-283 W. 125TH ST.,NEW YORK,NY,10027,(212) 663-4391,NS000136,89,USCGeocoder,359,1,4.01,,b54edfd6-17f4-4f1b-acb4-b173e114d701,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.81207,-73.954377,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,1000,1,0209.01,061,36,4,ResidenceZIP,279,,,,ST,,,,,,NEW YORK,NY,10027,,,,,,,,,,,,,,,,,,279,,,,ST,,,,,,NEW YORK,NY,10027,,,,,,,,,,,,,,,,,,,,New York,NY,10027,,,,,,,,,,,New York,0,Meters,,SOURCE_NAME_ZIPCODEDOWNLOAD_ZIPS2013,2013,10027,,ZIPCode,0,,,,
2,NEW YORK,10001,DUANE READE,110 W. 34TH ST.,NEW YORK,NY,10001,(212) 268-5330,NS000137,90,USCGeocoder,281,1,4.01,,c54a6186-38a6-47e0-9430-ad097af81987,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5505.93899764214,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.7498033096707,-73.9880458945358,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,1001,1,0101.00,061,36,1,ResidenceStreetAddress,110,,W,,ST,,,,,,NEW YORK,NY,10001,,,,,,,,,,,,,,,,,,110,,W,,ST,,,,,,NEW YORK,NY,10001,,,,,,,,,,,,108-198,,W,,St,,,,New York,NY,10001,,,,,,,,,,Manhattan,New York,5505.93899764214,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59661978,,tlid,0,,,,
2,NEW YORK,10021,DUANE READE,1279 3RD AVE.,NEW YORK,NY,10021,(212) 744-2668,NS000139,91,USCGeocoder,203,1,4.01,,6a57ce48-d704-48b1-9252-4441928cf16c,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1921.2680082703,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.7707279708343,-73.9597799911272,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,1000,1,0126.00,061,36,1,ResidenceStreetAddress,1279,,,,AVE,,,,,,NEW YORK,NY,10021,,,,,,,,,,,,,,,,,,1279,,,,AVE,,,,,,NEW YORK,NY,10021,,,,,,,,,,,,1269-1287,,,,Ave,,,,New York,NY,10021,,,,,,,,,,Manhattan,New York,1921.2680082703,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59657409,,tlid,0,,,,
2,NEW YORK,10017,DUANE READE,666 3RD AVE.,NEW YORK,NY,10017,(212) 599-4351,NS000140,92,USCGeocoder,172,1,4.01,,71745be2-4975-47c4-ab91-99ec3055e23d,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3139.27292695642,ArealInterpolationGeometricCentroid,Parcel,99.4082840236686,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.7513620223549,-73.9746206689306,Relaxed,TwoThousandTen,51000,5602,35644,44919,0,35620,1016,1,0092.00,061,36,1,ResidenceStreetAddress,666,,,,AVE,,,,,,NEW YORK,NY,10017,,,,,,,,,,,,,,,,,,666,,,,AVE,,,,,,NEW YORK,NY,10017,,,,,,,,,,,,666,,,,AVE,,,,New York,NY,10017,,,,4011,,,,,,,,3139.27292695642,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,939947,,UniqueId,0,,,,
1,NASSAU,11557,DUANE READE,1338-1340 BROADWAY,HEWLETT,NY,11557,(516) 295-6830,NS000141,93,USCGeocoder,359,1,4.01,,af7e3d6c-3279-47c6-92db-cf0724b0e322,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.638779,-73.693176,Exact,TwoThousandTen,34297,5602,35004,34000,0,35620,1004,1,4115.00,059,36,4,ResidenceZIP,1338,,,,,,,,,,HEWLETT,NY,11557,,,,,,,,,,,,,,,,,,1338,,,,,,,,,,HEWLETT,NY,11557,,,,,,,,,,,,,,,,,,,,Hewlett,NY,11557,,,,,,,,,,,Nassau,0,Meters,,SOURCE_NAME_ZIPCODEDOWNLOAD_ZIPS2013,2013,11557,,ZIPCode,0,,,,
